name	is_useful	use_for_publication_words	auto_link
Campylobacter upsaliensis	0	1	1
beta-Mannosidase	1	1	1
Persistent Hyperinsulinemia Hypoglycemia of Infancy	1	1	1
Mannosidase Deficiency Diseases	1	1	1
beta-Mannosidosis	1	1	1
Helicobacter felis	0	1	1
Helicobacter hepaticus	0	1	1
Oxidoreductases Acting on CH-CH Group Donors	1	1	1
Butyryl-CoA Dehydrogenase	1	1	1
Electron-Transferring Flavoproteins	1	1	1
Acyl-CoA Dehydrogenase, Long-Chain	1	1	1
Fatty Acid Desaturases	1	1	1
Acyl-CoA Dehydrogenases	1	1	1
Proanthocyanidins	0	1	1
Biflavonoids	0	1	1
Flavonolignans	0	1	1
Flavonols	0	1	1
Kaempferols	0	1	1
Flavanones	0	1	1
Data Compression	0	0	0
Biopsy, Fine-Needle	1	1	1
Cervicoplasty	1	1	1
Anti-Retroviral Agents	1	1	1
Serum	1	1	1
Regenerative Medicine	1	1	1
Ochlerotatus	0	1	1
Mesenchymal Stem Cells	1	1	1
3-alpha-Hydroxysteroid Dehydrogenase (B-Specific)	1	1	1
Lactate Dehydrogenases	1	1	1
Pedunculopontine Tegmental Nucleus	1	1	1
Methenyltetrahydrofolate Cyclohydrolase	1	1	1
Methylenetetrahydrofolate Dehydrogenase (NAD+)	1	1	1
5,10-Methylenetetrahydrofolate Reductase (FADH2)	1	1	1
Blood Physiological Processes	1	1	1
Cardiovascular Physiological Processes	1	1	1
Cross-Priming	1	1	1
Thiazolidinediones	0	1	1
Antibodies, Phospho-Specific	1	1	1
Mesenchymal Stem Cell Transplantation	1	1	1
Testosterone Congeners	1	1	1
Estradiol Congeners	1	1	1
Progesterone Congeners	1	1	1
Severe Acute Respiratory Syndrome	1	1	1
Matrix Attachment Regions	1	1	1
Fusobacteria	0	1	1
Leptotrichia	0	1	1
Propionigenium	0	1	1
Porphyromonas endodontalis	0	1	1
Electron Transport Chain Complex Proteins	1	1	1
Prevotella nigrescens	0	1	1
Prevotella ruminicola	0	1	1
Rhodothermus	0	1	1
Ornithobacterium	0	1	1
Chryseobacterium	0	1	1
Flexibacter	0	1	1
Sphingobacterium	0	1	1
Reticulocytosis	1	1	1
Cytochromes a1	1	1	1
Cytochromes a	1	1	1
Natriuretic Peptides	1	1	1
Cytochromes a3	1	1	1
Flowmeters	1	1	1
Bilophila	0	1	1
Natriuretic Agents	1	1	1
Desulfovibrio africanus	0	1	1
Desulfovibrio desulfuricans	0	1	1
Desulfovibrio gigas	0	1	1
Desulfuromonas	0	1	1
Geobacter	0	1	1
Cytochromes b	1	1	1
Cytochromes c	1	1	1
Cytochromes c'	1	1	1
Photosynthetic Reaction Center Complex Proteins	1	1	1
HCT116 Cells	1	1	1
Photosystem I Protein Complex	1	1	1
Photosystem II Protein Complex	1	1	1
Nanotubes, Peptide	1	0	0
Light-Harvesting Protein Complexes	1	1	1
Cytochrome b6f Complex	1	1	1
Cytochromes b6	1	1	1
Cytochromes f	1	1	1
Cytochromes c2	1	1	1
Pneumocystis carinii	0	1	1
Cytochromes c6	1	1	1
Pneumocystis jirovecii	0	1	1
Pregnancy-Associated alpha 2-Macroglobulins	1	1	1
Simian virus 5	0	1	1
Henipavirus	0	1	1
Hendra Virus	0	1	1
Nipah Virus	0	1	1
Continuous Positive Airway Pressure	1	1	1
Microbubbles	1	1	1
Complex Mixtures	0	1	1
Rotarod Performance Test	1	1	1
Endothelium-Dependent Relaxing Factors	1	1	1
Avulavirus Infections	1	1	1
Henipavirus Infections	1	1	1
Corsiaceae	0	1	1
Dilleniaceae	0	1	1
Elaeocarpaceae	0	1	1
Polygonum cuspidatum	0	1	1
Chrysobalanaceae	0	1	1
Rubia	0	1	1
Aegle	0	1	1
SARS Virus	0	1	1
Hot Springs	1	1	1
Rivers	1	1	1
Helicobacter mustelae	0	1	1
Bartonella bacilliformis	0	1	1
Molecular Mechanisms of Pharmacological Action	1	1	1
Physiological Effects of Drugs	1	1	1
Therapeutic Uses	1	1	1
Recombinases	1	1	1
Phycobilisomes	1	1	1
PQQ Cofactor	1	1	1
Indolequinones	0	1	1
Transposon Resolvases	1	1	1
Holliday Junction Resolvases	1	1	1
DNA, Cruciform	1	1	1
VDJ Recombinases	1	1	1
Tetraoxanes	0	1	1
Phytoplasma	0	1	1
Chromosome Positioning	1	1	1
Flap Endonucleases	1	1	1
Intranuclear Inclusion Bodies	1	1	1
Steatorrhea	1	1	1
Dioncophyllaceae	0	1	1
Extracellular Fluid	1	0	0
Entomoplasmataceae	0	1	1
Mycoplasma capricolum	0	1	1
Spiroplasma citri	0	1	1
DNA Repair Enzymes	1	1	1
Mycoplasma agalactiae	0	1	1
Mycoplasma arthritidis	0	1	1
Mycoplasma bovigenitalium	0	1	1
DNA Glycosylases	1	1	1
Dental Etching	1	1	1
Quantum Dots	1	0	0
Proprotein Convertase 1	1	1	1
Mycoplasma bovis	0	1	1
Furin	1	1	1
Mycoplasma conjunctivae	0	1	1
Mycoplasma dispar	0	1	1
Mycoplasma gallisepticum	0	1	1
Proprotein Convertase 5	1	1	1
Emulsifying Agents	1	1	1
Mycoplasma genitalium	0	1	1
Mycoplasma hyopneumoniae	0	1	1
Proprotein Convertase 2	1	1	1
Porcine Respiratory Coronavirus	0	1	1
Diverticulosis, Esophageal	1	1	1
Diverticulosis, Stomach	1	1	1
Tetrapyrroles	0	1	1
Metalloproteases	1	1	1
Metalloexopeptidases	1	1	1
Corrinoids	0	1	1
Pneumonia of Swine, Mycoplasmal	1	1	1
Soy Foods	0	1	1
Scleroderma, Diffuse	1	1	1
Cell Line, Tumor	1	1	1
Scleroderma, Limited	1	1	1
Enzymes and Coenzymes	1	1	1
Hemiterpenes	0	1	1
Clove Oil	0	1	1
Diterpenes, Abietane	0	1	1
Diterpenes, Clerodane	0	1	1
Diterpenes, Kaurane	0	1	1
Sesquiterpenes, Eudesmane	0	1	1
Sesquiterpenes, Germacrane	0	1	1
Sesquiterpenes, Guaiane	0	1	1
Mycoplasma hyorhinis	0	1	1
Mycoplasma hyosynoviae	0	1	1
Norisoprenoids	0	1	1
Mycoplasma iowae	0	1	1
Mycoplasma meleagridis	0	1	1
Mycoplasma orale	0	1	1
Mycoplasma ovipneumoniae	0	1	1
Mycoplasma pulmonis	0	1	1
Mycoplasma salivarium	0	1	1
Mycoplasma synoviae	0	1	1
Refusal to Participate	1	1	1
Human Rights Abuses	0	0	0
Intestinal Volvulus	1	1	1
Ileus	1	1	1
Desulfovibrionaceae Infections	1	1	1
Fusobacteriaceae Infections	1	1	1
Flavobacteriaceae Infections	1	1	1
Flexibacteraceae Infections	1	1	1
Moraxellaceae Infections	1	1	1
Fibrobacter	0	1	1
Acidaminococcus	0	1	1
Megasphaera	0	1	1
Pectinatus	0	1	1
Exhalation	1	1	1
Acidaminococcaceae	0	1	1
Acetobacterium	0	1	1
Butyrivibrio	0	1	1
Ruminococcus	0	1	1
Desulfitobacterium	0	1	1
Desulfotomaculum	0	1	1
Sorghum	0	1	1
Ganglion Cysts	1	1	1
Monkeypox	1	1	1
Anabolic Agents	1	1	1
Viverridae	0	1	1
Hyaenidae	0	1	1
Mustelidae	0	1	1
Procyonidae	0	1	1
Felidae	0	1	1
Felis	0	1	1
Lynx	0	1	1
Panthera	0	1	1
Tigers	0	1	1
Puma	0	1	1
Canidae	0	1	1
Coyotes	0	1	1
Jackals	0	1	1
Raccoon Dogs	0	1	1
Microscopy, Energy-Filtering Transmission Electron	1	1	1
Seals, Earless	0	1	1
Phoca	0	1	1
Caulerpa	0	1	1
Fur Seals	0	1	1
Sea Lions	0	1	1
Hearing Loss, Unilateral	1	1	1
Hearing Loss, Mixed Conductive-Sensorineural	1	1	1
Anseriformes	0	1	1
Charadriiformes	0	1	1
Columbiformes	0	1	1
Falconiformes	0	1	1
Galliformes	0	1	1
Palaeognathae	0	1	1
Passeriformes	0	1	1
Hypertension, Pregnancy-Induced	1	1	1
Fetal Therapies	1	1	1
Ebola Vaccines	0	1	1
Donor Selection	1	1	1
Embryo Culture Techniques	1	1	1
Laron Syndrome	1	1	1
Lingual Thyroid	1	1	1
Gastrointestinal Stromal Tumors	1	1	1
Dermoscopy	1	1	1
Protein Modification, Translational	1	1	1
Microchip Analytical Procedures	1	1	1
Electrophoresis, Microchip	1	1	1
Microfluidic Analytical Techniques	1	1	1
Microarray Analysis	1	1	1
Pyloric Stenosis, Hypertrophic	1	1	1
Transfer RNA Aminoacylation	0	1	1
Reproductive Rights	0	0	0
Body Piercing	1	1	1
Body Modification, Non-Therapeutic	1	1	1
Liver Abscess, Pyogenic	1	1	1
Spalax	0	1	1
Porcupines	0	1	1
Octodon	0	1	1
Myoxidae	0	1	1
Gophers	0	1	1
Coproporphyria, Hereditary	1	1	1
Porphyria, Variegate	1	1	1
Protoporphyria, Erythropoietic	1	1	1
Freezing Reaction, Cataleptic	1	1	1
Immobility Response, Tonic	1	1	1
Crows	0	1	1
Finches	0	1	1
Sparrows	0	1	1
Swallows	0	0	0
Melopsittacus	0	1	1
Psittacula	0	1	1
Cockatoos	0	1	1
Hawks	0	1	1
Spheniscidae	0	1	1
Ice Cover	1	1	1
Hernia, Abdominal	1	1	1
Sexual Development	1	1	1
Culture Techniques	1	1	1
Tissue Culture Techniques	1	1	1
Chimerism	1	1	1
Microscopy, Electron, Transmission	1	1	1
Pubic Symphysis Diastasis	1	1	1
Plantibodies	1	1	1
Neuroepithelial Bodies	1	1	1
Neuroepithelial Cells	1	1	1
Nanoarchaeota	0	1	1
CADASIL	1	1	1
Spectroscopy, Electron Energy-Loss	1	1	1
Synkinesis	1	1	1
Libraries, Digital	0	0	0
Sphincter of Oddi Dysfunction	1	1	1
Hematoma, Subdural, Intracranial	1	1	1
Hematoma, Subdural, Spinal	1	1	1
Medical Subject Headings	0	0	0
Child Mortality	1	0	0
Fetal Mortality	1	0	0
Deep Brain Stimulation	1	1	1
Amazona	0	1	1
Pattern Recognition, Physiological	1	1	1
Agapornis	0	1	1
Colitis, Microscopic	1	1	1
Colitis, Collagenous	1	1	1
Colitis, Lymphocytic	1	1	1
Hematoma, Epidural, Spinal	1	1	1
Starlings	0	1	1
Nesidioblastosis	1	1	1
Patellofemoral Pain Syndrome	1	1	1
Chondromalacia Patellae	1	1	1
Pancreas, Exocrine	1	1	1
Atadenovirus	0	1	1
Siadenovirus	0	1	1
Gyrovirus	0	1	1
Roniviridae	0	1	1
Isavirus	0	1	1
Tymoviridae	0	1	1
White spot syndrome virus 1	0	1	1
Nimaviridae	0	1	1
Anabaena cylindrica	0	1	1
Anabaena flos-aquae	0	1	1
Anabaena variabilis	0	1	1
Tissue Array Analysis	1	1	1
Cyanothece	0	1	1
Aphanizomenon	0	1	1
Cylindrospermopsis	0	1	1
Peptide Biosynthesis, Nucleic Acid-Independent	0	1	1
Fertile Period	1	1	1
Macromolecular Substances	0	1	1
Multiprotein Complexes	0	1	1
Medicago truncatula	0	1	1
Dipteryx	0	1	1
Penicillin-Binding Proteins	1	1	1
Peptidoglycan Glycosyltransferase	1	1	1
Serine-Type D-Ala-D-Ala Carboxypeptidase	1	1	1
Thymus Plant	0	1	1
Microcystis	0	1	1
Nodularia	0	1	1
Ginkgolides	0	1	1
Bilobalides	0	1	1
Photinia	0	1	1
Nostoc	0	1	1
Plectonema	0	1	1
Synechocystis	0	1	1
Synechococcus	0	1	1
Secologanin Tryptamine Alkaloids	0	1	1
Thermotoga neapolitana	0	1	1
Thermoanaerobacterium	0	1	1
Thermoanaerobacter	0	1	1
Clostridium acetobutylicum	0	1	1
Clostridium beijerinckii	0	1	1
Clostridium bifermentans	0	1	1
Clostridium butyricum	0	1	1
Clostridium cellulolyticum	0	1	1
Clostridium cellulovorans	0	1	1
Clostridium chauvoei	0	1	1
Proteasome Endopeptidase Complex	1	1	1
Marchantia	0	1	1
Clostridium histolyticum	0	1	1
Clostridium kluyveri	0	1	1
Silk	1	1	1
Clostridium botulinum type A	0	1	1
Clostridium botulinum type B	0	1	1
Macrocyclic Compounds	0	1	1
Lactams, Macrocyclic	0	1	1
Sericins	1	1	1
Vitellins	1	1	1
Arylalkylamine N-Acetyltransferase	1	1	1
Pyrazolones	0	1	1
Bandages, Hydrocolloid	1	1	1
beta-Glucans	1	1	1
Aromatase Inhibitors	1	1	1
Dysidea	0	1	1
Axinella	0	1	1
beta-Lactams	0	1	1
Eosinophil Granule Proteins	1	1	1
Eosinophil Major Basic Protein	1	1	1
Embryonic Development	1	1	1
Fetal Development	1	1	1
Callyspongia	0	1	1
Haliclona	0	1	1
Petrosia	0	1	1
Xestospongia	0	1	1
Crambe Sponge	0	1	1
Eosinophil Cationic Protein	1	1	1
Amaryllidaceae Alkaloids	0	1	1
Cystine Knot Motifs	0	1	1
Cyclotides	1	1	1
Chalcones	0	1	1
Eosinophil-Derived Neurotoxin	1	1	1
Eosinophil Peroxidase	1	1	1
Angiotensin II Type 1 Receptor Blockers	1	1	1
Plakortis	0	1	1
Agelas	0	1	1
Geodia	0	1	1
Theonella	0	1	1
Suberites	0	1	1
Crown Compounds	0	1	1
Calixarenes	0	1	1
Lingual Goiter	1	1	1
Strongylocentrotus	0	1	1
Strongylocentrotus purpuratus	0	1	1
Asterias	0	1	1
Asterina	0	1	1
Arbacia	0	1	1
Flavones	0	1	1
Apigenin	0	1	1
Luteolin	0	1	1
Paracentrotus	0	1	1
Anthocidaris	0	1	1
Hemicentrotus	0	1	1
Lytechinus	0	1	1
Holothuria	0	1	1
Hydrolyzable Tannins	0	1	1
Tumor Burden	1	1	1
Chromatin Immunoprecipitation	1	1	1
Casein Kinases	1	1	1
Casein Kinase I	1	1	1
Casein Kinase II	1	1	1
alpha-Cyclodextrins	1	1	1
beta-Cyclodextrins	1	1	1
gamma-Cyclodextrins	1	1	1
Protein Kinase Inhibitors	1	1	1
Immunoprecipitation	1	1	1
Retinoid X Receptors	1	1	1
Preconception Injuries	1	1	1
Retinoid X Receptor alpha	1	1	1
Retinoid X Receptor gamma	1	1	1
Peroxisome Proliferator-Activated Receptors	1	1	1
PPAR alpha	1	1	1
PPAR delta	1	1	1
PPAR gamma	1	1	1
Massive Hepatic Necrosis	1	1	1
Stichopus	0	1	1
Defibrillators	1	1	1
Coronary Artery Bypass, Off-Pump	1	1	1
Unsafe Sex	1	1	1
Laser Scanning Cytometry	1	1	1
Leukocyte Reduction Procedures	1	1	1
Pyrroloiminoquinones	0	1	1
Estrogen Receptor alpha	1	1	1
Estrogen Receptor beta	1	1	1
Depsipeptides	1	1	1
Perimenopause	1	1	1
Andropause	1	1	1
Inteins	0	1	1
Exteins	0	1	1
Breast Cyst	1	1	1
Myofibroma	1	1	1
Hirudo medicinalis	0	1	1
Myopia, Degenerative	1	1	1
Pituitary ACTH Hypersecretion	1	1	1
Glycerophosphoinositol Inositolphosphodiesterase	1	1	1
American Revolution	0	0	0
World War II	0	0	0
Adrenogenital Syndrome	1	1	1
World War I	0	0	0
Vietnam Conflict	0	0	0
Gulf War	0	0	0
American Civil War	0	0	0
Spanish-American War, 1898	0	0	0
Russian-Japanese War	0	0	0
Crimean War	0	0	0
French Revolution	0	0	0
September 11 Terrorist Attacks	0	0	0
Chernobyl Nuclear Accident	0	0	0
Pulmonary Sclerosing Hemangioma	1	1	1
Korean War	0	0	0
Receptors, Tumor Necrosis Factor, Type I	1	1	1
Receptors, Tumor Necrosis Factor, Type II	1	1	1
Intracellular Signaling Peptides and Proteins	1	1	1
Premature Birth	1	1	1
Term Birth	1	1	1
Clostridium botulinum type C	0	1	1
Clostridium botulinum type D	0	1	1
Clostridium botulinum type E	0	1	1
Clostridium botulinum type F	0	1	1
Tumor Necrosis Factor Receptor-Associated Peptides and Proteins	1	1	1
Clostridium sordellii	0	1	1
TNF Receptor-Associated Factor 1	1	1	1
Clostridium sticklandii	0	1	1
TNF Receptor-Associated Factor 2	1	1	1
TNF Receptor-Associated Factor 3	1	1	1
Clostridium symbiosum	0	1	1
Clostridium tertium	0	1	1
Clostridium tetanomorphum	0	1	1
Clostridium thermocellum	0	1	1
Clostridium tyrobutyricum	0	1	1
TNF Receptor-Associated Factor 5	1	1	1
Cucumaria	0	1	1
DNA, Algal	1	1	1
TNF Receptor-Associated Factor 6	1	1	1
RNA, Algal	1	1	1
JNK Mitogen-Activated Protein Kinases	1	1	1
Dental Informatics	0	0	0
Extracellular Signal-Regulated MAP Kinases	1	1	1
p38 Mitogen-Activated Protein Kinases	1	1	1
Mitogen-Activated Protein Kinase 3	1	1	1
Mitogen-Activated Protein Kinase 6	1	1	1
Mitogen-Activated Protein Kinase 7	1	1	1
Mitogen-Activated Protein Kinase 8	1	1	1
Mitogen-Activated Protein Kinase 9	1	1	1
Mitogen-Activated Protein Kinase 10	1	1	1
PPAR-beta	1	1	1
Tumor Necrosis Factors	1	1	1
Fetal Nutrition Disorders	1	1	1
Informatics	0	0	0
Pneumonia of Calves, Enzootic	1	1	1
Bovine Respiratory Disease Complex	1	1	1
Guided Tissue Regeneration	1	1	1
Nursing Informatics	0	0	0
Casein Kinase Ialpha	1	1	1
Casein Kinase Idelta	1	1	1
Casein Kinase Iepsilon	1	1	1
Escherichia coli K12	0	1	1
Anopheles gambiae	0	1	1
Streptomyces lividans	0	1	1
Locusta migratoria	0	1	1
Hymenolepis nana	0	1	1
Hymenolepis diminuta	0	1	1
Lactobacillus plantarum	0	1	1
Nuchal Translucency Measurement	1	1	1
Echinococcus granulosus	0	1	1
Echinococcus multilocularis	0	1	1
Intermittent Pneumatic Compression Devices	1	1	1
Sulfolobus solfataricus	0	1	1
Corynebacterium glutamicum	0	1	1
Acanthamoeba castellanii	0	1	1
Streptococcus thermophilus	0	1	1
Squalus	0	1	1
Squalus acanthias	0	1	1
Chitosan	1	1	1
Imidazolines	0	1	1
Imidazolidines	0	1	1
Mitogen-Activated Protein Kinase 11	1	1	1
Mitogen-Activated Protein Kinase 12	1	1	1
Mitogen-Activated Protein Kinase 13	1	1	1
Didelphis	0	1	1
Mitogen-Activated Protein Kinase 14	1	1	1
Monodelphis	0	1	1
Potoroidae	0	1	1
Phalangeridae	0	1	1
Trichosurus	0	1	1
Reverse Transcription	1	1	1
Phascolarctidae	0	1	1
MAP Kinase Kinase 1	1	1	1
MAP Kinase Kinase 2	1	1	1
MAP Kinase Kinase 3	1	1	1
Streptomyces coelicolor	0	1	1
Treponema denticola	0	1	1
Gadiformes	0	1	1
Gadus morhua	0	1	1
Chlorella vulgaris	0	1	1
Aeromonas salmonicida	0	1	1
Petromyzon	0	1	1
Cell Size	1	1	1
Cell Shape	1	1	1
Phenylcarbamates	0	1	1
Podospora	0	1	1
Paramecium caudatum	0	1	1
Paramecium aurelia	0	1	1
raf Kinases	1	1	1
Proto-Oncogene Proteins A-raf	1	1	1
Paragonimus westermani	0	1	1
Proto-Oncogene Proteins B-raf	1	1	1
Rhipicephalus	0	1	1
Rhipicephalus sanguineus	0	1	1
Mandrillus	0	1	1
Papio hamadryas	0	1	1
Papio anubis	0	1	1
Papio papio	0	1	1
Papio cynocephalus	0	1	1
Papio ursinus	0	1	1
Hepatic Insufficiency	1	1	1
Clostridium botulinum type G	0	1	1
Benzoxazines	0	1	1
Rupicapra	0	1	1
Ketolides	1	1	1
Micronuclei, Chromosome-Defective	1	1	1
Polyketide Synthases	1	1	1
Micronucleus, Germline	1	1	1
Macronucleus	1	1	1
Lactobacillus delbrueckii	0	1	1
MAP Kinase Kinase 6	1	1	1
MAP Kinase Kinase 4	1	1	1
MAP Kinase Kinase 5	1	1	1
MAP Kinase Kinase 7	1	1	1
Fruiting Bodies, Fungal	0	1	1
Grifola	0	1	1
Cell Growth Processes	1	1	1
MAP Kinase Kinase Kinase 1	1	1	1
Anacardic Acids	0	1	1
MAP Kinase Kinase Kinase 2	1	1	1
MAP Kinase Kinase Kinase 3	1	1	1
Cytokinesis	1	1	1
Cell Nucleus Division	1	1	1
MAP Kinase Kinase Kinase 4	1	1	1
Growth and Development	1	1	1
Phytoestrogens	1	1	1
Renilla	0	1	1
alpha-N-Acetylgalactosaminidase	1	1	1
beta-N-Acetyl-Galactosaminidase	1	1	1
MAP Kinase Kinase Kinase 5	1	1	1
Adaptor Proteins, Signal Transducing	1	1	1
Fireflies	0	1	1
Weevils	0	1	1
Vibrio fischeri	0	1	1
Diabetes Complications	1	1	1
Prochlorophytes	0	1	1
Prochlorococcus	0	1	1
14-3-3 Proteins	1	1	1
Labor Pain	1	1	1
Morning Sickness	1	1	1
Corneal Surgery, Laser	1	1	1
Keratectomy, Subepithelial, Laser-Assisted	1	1	1
Dystrophin-Associated Protein Complex	0	1	1
Dystrophin-Associated Proteins	1	1	1
Dystroglycans	1	1	1
Sarcoglycans	1	1	1
Chorioallantoic Membrane	1	1	1
Pheromones, Human	0	1	1
Plagiocephaly, Nonsynostotic	1	1	1
ATP-Dependent Proteases	1	1	1
Protease La	1	1	1
Endopeptidase Clp	1	1	1
Bariatrics	1	1	1
Cell Enlargement	1	1	1
Cell Proliferation	1	1	1
Sphingolipid Activator Proteins	1	1	1
Aminoacylation	0	1	1
Pregnancy, Unplanned	1	1	1
Prenatal Injuries	1	1	1
Healthcare Common Procedure Coding System	0	0	0
Dendritic Spines	1	1	1
Retinoid X Receptor beta	1	1	1
Saposins	1	1	1
Decapitation	1	1	1
Exhumation	0	0	0
Speech Recognition Software	0	0	0
Positron-Emission Tomography	1	1	1
Videoconferencing	0	0	0
Muscular Dystrophies, Limb-Girdle	1	1	1
G(M2) Activator Protein	1	1	1
Tay-Sachs Disease, AB Variant	1	1	1
Seroma	1	1	1
Leukoaraiosis	1	1	1
MedlinePlus	0	0	0
Phospholipid Transfer Proteins	1	1	1
Dioxygenases	1	1	1
Acanthoma	1	1	1
Distal Myopathies	1	1	1
Receptors, Lysophospholipid	1	1	1
Mongolian Spot	1	1	1
Nanostructures	0	0	0
Receptors, Lysosphingolipid	1	1	1
Receptors, Lysophosphatidic Acid	1	1	1
Polyanhydrides	0	1	1
Luminescent Agents	1	1	1
Luciferases, Firefly	1	1	1
Luciferases, Renilla	1	1	1
Utrophin	1	1	1
Blood-Nerve Barrier	1	1	1
Forensic Pathology	1	0	0
Cholangiopancreatography, Magnetic Resonance	1	1	1
Luminescence	0	1	1
Incandescence	0	1	1
Nomograms	1	1	1
Green Fluorescent Proteins	1	1	1
Luciferases, Bacterial	1	1	1
Firefly Luciferin	0	1	1
Prometaphase	1	1	1
Meiotic Prophase I	1	1	1
Pachytene Stage	1	1	1
Phosphatidylethanolamine Binding Protein	1	1	1
Stroboscopy	1	1	1
Systems Biology	0	1	1
Insulin, Long-Acting	1	1	1
Postpartum Period	1	1	1
Body Size	1	1	1
Waist-Hip Ratio	1	1	1
Esophageal Sphincter, Lower	1	1	1
Esophageal Sphincter, Upper	1	1	1
East Timor	0	0	0
History, 15th Century	0	0	0
History, 16th Century	0	0	0
History, 17th Century	0	0	0
History, 18th Century	0	0	0
History, 19th Century	0	0	0
History, 20th Century	0	0	0
History, 21st Century	0	0	0
History, Ancient	0	0	0
History, Medieval	0	0	0
History, Early Modern 1451-1600	0	0	0
History, Modern 1601-	0	0	0
Genome, Insect	1	1	1
Genome, Helminth	1	1	1
Genes, Mating Type, Fungal	1	1	1
Nuclear Export Signals	1	1	1
Genetic Speciation	1	1	1
Anellovirus	0	1	1
Cephalopoda	0	1	1
Octopodiformes	0	1	1
Decapodiformes	0	1	1
Sepia	0	1	1
Loligo	0	1	1
Nautilus	0	1	1
Gastropoda	0	1	1
Clione	0	1	1
Pleurobranchaea	0	1	1
Hermissenda	0	1	1
Tritonia Sea Slug	0	1	1
Bivalvia	0	1	1
Cardiidae	0	1	1
Corbicula	0	1	1
Dreissena	0	1	1
Unionidae	0	1	1
Anodonta	0	1	1
Mytilus	0	1	1
Mytilidae	0	1	1
Mytilus edulis	0	1	1
Unio	0	1	1
Perna	0	1	1
Spisula	0	1	1
Mercenaria	0	1	1
Mya	0	1	1
Arcidae	0	1	1
Scapharca	0	1	1
Ostrea	0	1	1
Crassostrea	0	1	1
Pectinidae	0	1	1
Pecten	0	1	1
Pinctada	0	1	1
Growth Hormone-Secreting Pituitary Adenoma	1	1	1
ACTH-Secreting Pituitary Adenoma	1	1	1
DNA Repair-Deficiency Disorders	1	1	1
Ipomoea nil	0	1	1
Polyplacophora	0	1	1
Dipsacaceae	0	1	1
Salacia	0	1	1
Erigeron	0	1	1
Ralstonia pickettii	0	1	1
Cupriavidus	0	1	1
Vetiveria	0	1	1
Sesbania	0	1	1
Nijmegen Breakage Syndrome	1	1	1
Aminocoumarins	0	1	1
Isocoumarins	0	1	1
Hernandiaceae	0	1	1
Anthocerotophyta	0	1	1
Hyperparathyroidism, Primary	1	1	1
X Chromosome Inactivation	1	1	1
Graves Ophthalmopathy	1	1	1
Thiazides	0	1	1
Membrane Transport Modulators	1	1	1
Sodium Chloride Symporters	1	1	1
Sodium Chloride Symporter Inhibitors	1	1	1
Sodium Potassium Chloride Symporter Inhibitors	1	1	1
Hyperthyroxinemia, Familial Dysalbuminemic	1	1	1
Andersen Syndrome	1	1	1
Hashimoto Disease	1	1	1
Postpartum Thyroiditis	1	1	1
Thyroid Dysgenesis	1	1	1
Antidiuretic Agents	1	1	1
Sexual Infantilism	1	1	1
Protein Carbonylation	0	1	1
Transient Receptor Potential Channels	1	1	1
TRPC Cation Channels	1	1	1
TRPM Cation Channels	1	1	1
Bone Density Conservation Agents	1	1	1
White Heifer Disease	0	1	1
Hermaphroditism, True	1	1	1
Dendrimers	1	0	0
Bariatric Surgery	1	1	1
Imino Sugars	1	1	1
Imino Pyranoses	1	1	1
Imino Furanoses	1	1	1
Oncolytic Virotherapy	1	1	1
Chalones	1	1	1
Subcutaneous Fat	1	1	1
Intra-Abdominal Fat	1	1	1
Abdominal Fat	1	1	1
Adiposity	1	1	1
Lipogenesis	0	1	1
Adipogenesis	1	1	1
Dyslipidemias	1	1	1
Genes, X-Linked	1	1	1
Genes, Y-Linked	1	1	1
Genetic Diseases, Y-Linked	1	1	1
Pansporablastina	0	1	1
Overweight	1	1	1
Monoglycerides	1	1	1
Atherosclerosis	1	1	1
Phenoxypropanolamines	0	1	1
Podocytes	1	1	1
Metabolic Detoxication, Phase I	1	1	1
Metabolic Detoxication, Phase II	1	1	1
Body Fat Distribution	1	1	1
Amblyospora	0	1	1
Glugea	0	1	1
Antimitotic Agents	1	1	1
Tubulin Modulators	1	1	1
Mitosis Modulators	1	1	1
Genes, Mitochondrial	1	1	1
Carbohydrate Metabolism	0	1	1
Glycogenolysis	0	1	1
Loma	0	1	1
Thelohania	0	1	1
Hand Bones	1	1	1
Toe Phalanges	1	1	1
Finger Phalanges	1	1	1
Metacarpal Bones	1	1	1
Arm Bones	1	1	1
Bones of Lower Extremity	1	1	1
Microbial Viability	1	1	1
Mesomycetozoea	0	1	1
Fibrin Modulating Agents	1	1	1
Medical Order Entry Systems	0	0	0
Mulibrey Nanism	1	1	1
Trimethyl Ammonium Compounds	0	1	1
Phenylammonium Compounds	0	1	1
Benzylammonium Compounds	0	1	1
Lipid Metabolism	0	1	1
Bone-Patellar Tendon-Bone Graft	1	1	1
Cold Ischemia	1	1	1
T-Lymphocytes, Regulatory	1	1	1
Arteriolosclerosis	1	1	1
Monckeberg Medial Calcific Sclerosis	1	1	1
TRPP Cation Channels	1	1	1
Radiotherapy, Intensity-Modulated	1	0	0
Adamantinoma	1	1	1
Glucagon-Secreting Cells	1	1	1
Insulin-Secreting Cells	1	1	1
Pancreatic Polypeptide-Secreting Cells	1	1	1
Regulatory Elements, Transcriptional	1	1	1
Genes, Developmental	1	1	1
Genes, Immunoglobulin Heavy Chain	1	1	1
Genes, Immunoglobulin Light Chain	1	1	1
Immunoglobulin Subunits	1	1	1
VDJ Exons	1	1	1
Fomites	0	1	1
